"","Year","Data.Value"
"1634",2016,83
"1635",2016,84
"1636",2016,87
"1637",2016,91
"1638",2016,94
"1639",2016,102
"1640",2016,100
"1641",2016,107
"1642",2017,109
"1643",2017,110
"1644",2017,114
"1645",2017,114
"1646",2017,111
"1647",2017,111
"1648",2017,115
"1649",2017,108
"1650",2017,105
"1651",2015,20
"1652",2015,20
"1653",2015,19
"1654",2015,23
"1655",2015,25
"1656",2015,27
"1657",2015,27
"1658",2015,33
"1659",2015,32
"1660",2015,32
"1661",2015,36
"1662",2015,33
"1663",2016,33
"1664",2016,34
"1665",2016,39
"1666",2016,36
"1667",2016,35
"1668",2016,36
"1669",2016,39
"1670",2016,39
"1671",2016,43
"1672",2016,47
"1673",2016,47
"1674",2016,56
"1675",2017,61
"1676",2017,63
"1677",2017,64
"1678",2017,67
"1679",2017,67
"1680",2017,68
"1681",2017,69
"1682",2017,68
"1683",2017,65
"1684",2015,291
"1685",2015,282
"1686",2015,280
"1687",2015,279
"1688",2015,281
"1689",2015,280
"1690",2015,273
"1691",2015,266
"1692",2015,264
"1693",2015,268
"1694",2015,267
"1695",2015,264
"1696",2016,272
"1697",2016,278
"1698",2016,281
"1699",2016,294
"1700",2016,281
"1701",2016,295
"1702",2016,302
"1703",2016,308
"1704",2016,300
"1705",2016,298
"1706",2016,288
"1707",2016,293
"1708",2017,282
"1709",2017,274
"1710",2017,277
"1711",2017,258
"1712",2017,258
"1713",2017,245
"1714",2017,233
"1715",2017,226
"1716",2017,232
"1717",2015,678
"1718",2015,674
"1719",2015,686
"1720",2015,683
"1721",2015,684
"1722",2015,691
"1723",2015,691
"1724",2015,694
"1725",2015,704
"1726",2015,705
"1727",2015,704
"1728",2015,702
"1729",2016,721
"1730",2016,722
"1731",2016,722
"1732",2016,751
"1733",2016,742
"1734",2016,750
"1735",2016,768
"1736",2016,766
"1737",2016,758
"1738",2016,748
"1739",2016,725
"1740",2016,721
"1741",2017,706
"1742",2017,702
"1743",2017,715
"1744",2017,682
"1745",2017,682
"1746",2017,668
"1747",2017,647
"1748",2017,641
"1749",2017,653
"1750",2015,67
"1751",2015,68
"1752",2015,67
"1753",2015,68
"1754",2015,68
"1755",2015,68
"1756",2015,74
"1757",2015,74
"1758",2015,73
"1759",2015,70
"1760",2015,67
"1761",2015,65
"1762",2016,61
"1763",2016,59
"1764",2016,64
"1765",2016,68
"1766",2016,76
"1767",2016,77
"1768",2016,78
"1769",2016,88
"1770",2016,88
"1771",2016,89
"1772",2016,93
"1773",2016,94
"1774",2017,101
"1775",2017,104
"1776",2017,104
"1777",2017,104
"1778",2017,97
"1779",2017,102
"1780",2017,94
"1781",2017,88
"1782",2017,94
"1783",2015,374
"1784",2015,377
"1785",2015,387
"1786",2015,389
"1787",2015,386
"1788",2015,390
"1789",2015,375
"1790",2015,377
"1791",2015,374
"1792",2015,368
"1793",2015,361
"1794",2015,360
"1795",2016,356
"1796",2016,361
"1797",2016,357
"1798",2016,352
"1799",2016,348
"1800",2016,351
"1801",2016,350
"1802",2016,341
"1803",2016,345
"1804",2016,329
"1805",2016,325
"1806",2016,325
"1807",2017,325
"1808",2017,319
"1809",2017,310
"1810",2017,313
"1811",2017,317
"1812",2017,312
"1813",2017,312
"1814",2017,302
"1815",2017,287
"1816",2015,580
"1817",2015,585
"1818",2015,599
"1819",2015,615
"1820",2015,609
"1821",2015,614
"1822",2015,611
"1823",2015,609
"1824",2015,612
"1825",2015,637
"1826",2015,634
"1827",2015,636
"1828",2016,631
"1829",2016,653
"1830",2016,658
"1831",2016,653
"1832",2016,662
"1833",2016,682
"1834",2016,691
"1835",2016,696
"1836",2016,709
"1837",2016,689
"1838",2016,714
"1839",2016,734
"1840",2017,761
"1841",2017,776
"1842",2017,787
"1843",2017,811
"1844",2017,824
"1845",2017,824
"1846",2017,843
"1847",2017,842
"1848",2017,822
"1849",2015,128
"1850",2015,139
"1851",2015,143
"1852",2015,165
"1853",2015,164
"1854",2015,167
"1855",2015,176
"1856",2015,177
"1857",2015,187
"1858",2015,206
"1859",2015,210
"1860",2015,224
"1861",2016,230
"1862",2016,252
"1863",2016,263
"1864",2016,258
"1865",2016,273
"1866",2016,292
"1867",2016,311
"1868",2016,325
"1869",2016,349
"1870",2016,363
"1871",2016,398
"1872",2016,432
"1873",2017,475
"1874",2017,496
"1875",2017,520
"1876",2017,555
"1877",2017,575
"1878",2017,591
"1879",2017,602
"1880",2017,612
"1881",2017,604
"1882",2015,197
"1883",2015,202
"1884",2015,189
"1885",2015,176
"1886",2015,188
"1887",2015,186
"1888",2015,194
"1889",2015,208
"1890",2015,214
"1891",2015,223
"1892",2015,218
"1893",2015,223
"1894",2016,222
"1895",2016,227
"1896",2016,253
"1897",2016,278
"1898",2016,282
"1899",2016,298
"1900",2016,310
"1901",2016,302
"1902",2016,305
"1903",2016,305
"1904",2016,323
"1905",2016,324
"1906",2017,338
"1907",2017,336
"1908",2017,317
"1909",2017,312
"1910",2017,316
"1911",2017,315
"1912",2017,313
"1913",2017,313
"1914",2017,316
"1915",2015,596
"1916",2015,606
"1917",2015,587
"1918",2015,596
"1919",2015,601
"1920",2015,598
"1921",2015,615
"1922",2015,637
"1923",2015,667
"1924",2015,689
"1925",2015,710
"1926",2015,726
"1927",2016,741
"1928",2016,764
"1929",2016,815
"1930",2016,861
"1931",2016,891
"1932",2016,933
"1933",2016,983
"1934",2016,1014
"1935",2016,1038
"1936",2016,1069
"1937",2016,1097
"1938",2016,1136
"1939",2017,1190
"1940",2017,1198
"1941",2017,1171
"1942",2017,1174
"1943",2017,1194
"1944",2017,1214
"1945",2017,1203
"1946",2017,1196
"1947",2017,1208
"1948",2015,39
"1949",2015,38
"1950",2015,39
"1951",2015,43
"1952",2015,44
"1953",2015,48
"1954",2015,50
"1955",2015,61
"1956",2015,83
"1957",2015,109
"1958",2015,121
"1959",2015,136
"1960",2016,154
"1961",2016,194
"1962",2016,239
"1963",2016,280
"1964",2016,310
"1965",2016,343
"1966",2016,399
"1967",2016,441
"1968",2016,476
"1969",2016,492
"1970",2016,529
"1971",2016,579
"1972",2017,628
"1973",2017,638
"1974",2017,626
"1975",2017,639
"1976",2017,667
"1977",2017,702
"1978",2017,712
"1979",2017,722
"1980",2017,750
